"","LibCon","condition","PolicySupport","IndivAction","TrumpProto","WhtDis_comp"
"445",5,"Actual threat",3,4,3.5,2
"446",6,"Actual threat",4.16666666666667,5,3.5,1.70833333333333
"447",5,"Actual threat",4.16666666666667,4.25,2.33333333333333,4.125
"448",2,"Actual threat",3,3.8,2.66666666666667,2.11111111111111
"449",4,"Actual threat",1.75,5.2,4,1.75
"450",5,"Actual threat",4,5,5.33333333333333,2.75
"451",7,"Actual threat",6,4.25,2.33333333333333,5.08333333333333
"452",6,"Actual threat",5.75,4.4,1.66666666666667,5.125
"453",7,"Actual threat",5.875,5.8,1.66666666666667,4.44444444444444
"454",8,"Actual threat",6.25,6.8,1,5.22916666666667
"455",4,"Actual threat",2.875,5.6,1,2.04166666666667
"456",4,"Actual threat",1,2.2,4,1
"457",3,"Actual threat",2.125,3.5,4,2.83333333333333
"458",7,"Actual threat",2.83333333333333,6,1.33333333333333,2.35416666666667
"459",8,"Actual threat",7,6.6,1,2.04166666666667
"460",5,"Actual threat",5.125,3.8,2,3.16666666666667
"461",8,"Actual threat",6.75,6.5,2.33333333333333,4.41666666666667
"462",5,"Actual threat",4.79166666666667,7,1,4.58333333333333
"463",7,"Actual threat",5.66666666666667,3.4,3,3.375
"464",3,"Actual threat",1,5.8,3.5,2.04166666666667
"465",3,"Actual threat",2.25,2.6,5,3.77083333333333
"466",3,"Actual threat",2.625,2.4,5.33333333333333,1.85416666666667
"467",8,"Actual threat",2.125,5.2,1,4.625
"468",7,"Actual threat",6.25,5.2,1.33333333333333,4.52083333333333
"469",5,"Actual threat",3,3,1,3.54166666666667
"470",6,"Actual threat",3.83333333333333,3,1.66666666666667,3.41666666666667
"471",8,"Actual threat",5.25,4.8,4,6.10416666666667
"472",2,"Actual threat",3.375,5,3,2.0625
"473",4,"Actual threat",4.25,5.2,2.66666666666667,2.33333333333333
"474",3,"Actual threat",1.375,4.6,2,5.25
"475",2,"Actual threat",3.5,5.2,1.66666666666667,2.75
"476",5,"Actual threat",2,3,2,1.5625
"477",8,"Actual threat",7,6.6,1,3.5
"478",5,"Actual threat",4.125,6.4,1.66666666666667,4.04166666666667
"479",7,"Actual threat",5,3.8,1.33333333333333,1.75
"480",4,"Actual threat",2.25,2.75,2.33333333333333,3.55555555555556
"481",3,"Actual threat",2.875,2.4,2.66666666666667,2.75
"482",6,"Actual threat",4.16666666666667,3.75,2,2.375
"483",6,"Actual threat",1.625,5.2,2,2.14583333333333
"484",7,"Actual threat",5.625,6.2,1.66666666666667,2.6875
"485",7,"Actual threat",5.5,6,1.66666666666667,5.29166666666667
"486",5,"Actual threat",3.375,4,1.33333333333333,2.41666666666667
"487",8,"Actual threat",7,6.6,1.66666666666667,4.25
"488",4,"Actual threat",5.25,5.2,2.66666666666667,2.27083333333333
"489",1,"Actual threat",1.5,2,4.33333333333333,2.0625
"490",2,"Actual threat",2.75,3,4.33333333333333,4.66666666666667
"491",2,"Actual threat",2.625,3.4,4,2.54166666666667
"492",2,"Actual threat",3.875,3.4,5,4
"493",7,"Actual threat",5.29166666666667,5.4,1,1.625
"494",7,"Actual threat",7,7,1.66666666666667,4.41666666666667
"495",8,"Actual threat",5,4.5,2.33333333333333,3.875
"496",7,"Actual threat",5.625,4.8,3,2.60416666666667
"497",5,"Actual threat",4.54166666666667,4.25,3.33333333333333,2.97916666666667
"498",5,"Actual threat",4.33333333333333,4.6,2.33333333333333,4.25
"499",5,"Actual threat",1,3.4,2.33333333333333,1.77083333333333
"500",6,"Actual threat",7,6.8,1.66666666666667,3.54166666666667
"501",4,"Actual threat",3.125,4.6,2.66666666666667,1.52083333333333
"502",4,"Actual threat",4,4,4,4
"503",4,"Actual threat",4.20833333333333,5.2,3,4.375
"504",1,"Actual threat",4.5,6,6.33333333333333,1.66666666666667
"505",6,"Actual threat",6.5,4.75,3,5.58333333333333
"506",7,"Actual threat",5.25,5.25,1.66666666666667,4
"507",8,"Actual threat",1,1.6,1.33333333333333,3.95833333333333
"508",8,"Actual threat",7,7,2,6.45833333333333
"509",7,"Actual threat",5.75,4.2,1.33333333333333,2.0625
"510",2,"Actual threat",4.25,4.4,3,4.20833333333333
"511",2,"Actual threat",1,1,7,2.29166666666667
"512",4,"Actual threat",3.625,4.25,1.66666666666667,4.1875
"513",3,"Actual threat",2.5,2.6,3.33333333333333,2.91666666666667
"514",2,"Actual threat",4.5,3.5,5.66666666666667,2
"515",7,"Actual threat",6,5.6,1,4.1875
"516",7,"Actual threat",5,5.75,1,4.3125
"517",1,"Actual threat",1,1,4.66666666666667,2.0625
"518",7,"Actual threat",5.375,4.6,2.33333333333333,3
"519",6,"Actual threat",3.375,4.2,1.66666666666667,2.39583333333333
"520",5,"Actual threat",4,4,3,3.08333333333333
"521",7,"Actual threat",5,4.4,3,4.79166666666667
"522",7,"Actual threat",6.5,6,2.5,4.79166666666667
"523",6,"Actual threat",4.25,4.8,1.33333333333333,4.5
"524",8,"Actual threat",4.375,4.8,3.66666666666667,4.41666666666667
"525",4,"Actual threat",4.125,3.8,4.5,4.04166666666667
"526",4,"Actual threat",3.375,4.75,4.33333333333333,3.16666666666667
"527",3,"Actual threat",3,3.2,4.33333333333333,3.75
"528",4,"Actual threat",3.625,4,5,1.58333333333333
"529",4,"Actual threat",3.375,3.4,4,3
"530",4,"Actual threat",4.375,4.6,3,3.08333333333333
"531",7,"Actual threat",4.875,6.2,1,2.41666666666667
"532",6,"Actual threat",5.625,4.8,2.33333333333333,4.08333333333333
"533",5,"Actual threat",4.75,4.4,2.5,4.45833333333333
"534",8,"Actual threat",7,7,7,6.66666666666667
"535",8,"Actual threat",6.75,6.6,3.66666666666667,5.35416666666667
"536",6,"Actual threat",4.33333333333333,4.75,4,4
"537",4,"Actual threat",3.16666666666667,5,3.5,2.33333333333333
"538",2,"Actual threat",4,3,4.66666666666667,4.5
"539",4,"Actual threat",6.625,1.6,1,2.25
"540",3,"Actual threat",3.66666666666667,3.75,2.33333333333333,3.16666666666667
"541",4,"Actual threat",4.25,4.5,3.33333333333333,3.875
"542",2,"Actual threat",4.33333333333333,4.25,6,3
"543",6,"Actual threat",3.625,4.2,2.33333333333333,4.25
"544",8,"Actual threat",7,4,1.33333333333333,3.75
"545",7,"Actual threat",5.25,6.25,1,4.47916666666667
"546",8,"Actual threat",7,5.8,1,3
"547",8,"Actual threat",6.375,6.6,1.33333333333333,5.52083333333333
"548",7,"Actual threat",7,7,1.66666666666667,6.08333333333333
"549",1,"Actual threat",3.33333333333333,3.5,4.33333333333333,4.04166666666667
"550",2,"Actual threat",3,4.4,4,2.66666666666667
"551",7,"Actual threat",4.66666666666667,4.5,2,3.33333333333333
"552",6,"Actual threat",4.33333333333333,3.8,4.33333333333333,4.10416666666667
"553",6,"Actual threat",3.95833333333333,2.2,4.66666666666667,4.22916666666667
"554",5,"Actual threat",4,4.2,3.66666666666667,3.91666666666667
"555",5,"Actual threat",6.125,5.4,2.33333333333333,4.25
"556",7,"Actual threat",5.625,5.8,2,5.25
"557",4,"Actual threat",1,4.2,5.33333333333333,1.75
"558",3,"Actual threat",2.875,3.6,6,2.29166666666667
"559",4,"Actual threat",4.75,3,2,1.125
"560",7,"Actual threat",7,5.8,2,4.66666666666667
"561",6,"Actual threat",3.91666666666667,4,2,2.60416666666667
"562",3,"Actual threat",1.875,2.6,7,2.58333333333333
"563",8,"Actual threat",6.125,5,2,3.54166666666667
"564",1,"Actual threat",1,2.2,5.5,6.41666666666667
"565",6,"Actual threat",2.875,4.6,2.66666666666667,3.5
"566",3,"Actual threat",3.875,4.2,5.33333333333333,2.1875
"567",8,"High threat",7,7,3,5.47916666666667
"568",2,"High threat",3.16666666666667,4.8,5.66666666666667,1.58333333333333
"569",5,"High threat",4.25,5.6,1.33333333333333,4.25
"570",1,"High threat",1,4.4,7,1
"571",2,"High threat",1.75,5.2,3,3.22916666666667
"572",5,"High threat",4.20833333333333,4,2.33333333333333,3.66666666666667
"573",7,"High threat",5.5,5.75,2,3.875
"574",1,"High threat",2.375,4,7,1.22916666666667
"575",8,"High threat",6.75,6.6,1,4.16666666666667
"576",8,"High threat",3,4,1.66666666666667,4.58333333333333
"577",7,"High threat",5,6.6,1.66666666666667,3.77777777777778
"578",8,"High threat",7,6.6,1.66666666666667,6.6875
"579",7,"High threat",4.125,5.6,1,5.47916666666667
"580",1,"High threat",1,3.8,7,1
"581",7,"High threat",5.125,5.6,1.66666666666667,3.45833333333333
"582",8,"High threat",6.375,6.2,4.33333333333333,6.14583333333333
"583",4,"High threat",3.83333333333333,5.2,1.33333333333333,3.16666666666667
"584",7,"High threat",6.625,4,4,5.6875
"585",2,"High threat",2.75,4.8,2,3
"586",3,"High threat",2.625,5,2,4.95833333333333
"587",4,"High threat",3,3.2,3.33333333333333,2.5625
"588",6,"High threat",3.875,4.2,1,2.91666666666667
"589",8,"High threat",5,6,1,6.08333333333333
"590",7,"High threat",2,3.2,4.33333333333333,1.47916666666667
"591",7,"High threat",5.125,5.4,1.66666666666667,3.625
"592",2,"High threat",2,2.4,4,2.33333333333333
"593",2,"High threat",1.5,1.75,5,1.25
"594",8,"High threat",5.5,5.8,1.66666666666667,2.5
"595",5,"High threat",4,5.2,2.33333333333333,2.95833333333333
"596",7,"High threat",6.125,4.2,1,1.875
"597",2,"High threat",2,4.2,4.66666666666667,3.9375
"598",3,"High threat",5.75,4.4,2,4.95833333333333
"599",6,"High threat",4.58333333333333,5.8,2.33333333333333,3.83333333333333
"600",6,"High threat",3.25,5,3.5,3.41666666666667
"601",3,"High threat",4,5,4,3.08333333333333
"602",2,"High threat",2.75,4.8,4.66666666666667,2.47916666666667
"603",7,"High threat",6,5.6,2,3.41666666666667
"604",7,"High threat",6.125,4.8,2.33333333333333,3.25
"605",8,"High threat",6.75,6,2,4.75
"606",8,"High threat",4.66666666666667,4.4,5.5,4.14583333333333
"607",2,"High threat",4.125,5.2,2,2.58333333333333
"608",6,"High threat",3.25,4,3.5,1.58333333333333
"609",7,"High threat",5.25,4.6,2,3.66666666666667
"610",8,"High threat",7,7,1.66666666666667,5.3125
"611",7,"High threat",5.375,5,1,3.125
"612",5,"High threat",4.29166666666667,3,2.66666666666667,4.16666666666667
"613",7,"High threat",6,6.4,2.33333333333333,6.25
"614",2,"High threat",2.25,2.6,5.33333333333333,1.41666666666667
"615",4,"High threat",4.66666666666667,4.6,5.33333333333333,2.70833333333333
"616",5,"High threat",2,3.2,2.66666666666667,5.45833333333333
"617",8,"High threat",1,4,1,3.16666666666667
"618",6,"High threat",5.5,5,2,2
"619",2,"High threat",1.75,3.4,4.66666666666667,2.41666666666667
"620",2,"High threat",1,5,5.33333333333333,1.95833333333333
"621",6,"High threat",4.41666666666667,6,2,3.66666666666667
"622",1,"High threat",1,4.4,7,1
"623",2,"High threat",1,3,6.33333333333333,1.91666666666667
"624",8,"High threat",5.5,6.6,1.66666666666667,5
"625",7,"High threat",3.33333333333333,4,1,3.44444444444444
"626",1,"High threat",1.375,4.2,5,3
"627",4,"High threat",4.875,4.8,5,2.27083333333333
"628",7,"High threat",5.5,5.5,2.66666666666667,4.1875
"629",5,"High threat",3,3,2.66666666666667,2.22916666666667
"630",4,"High threat",3.875,4.8,2.33333333333333,1
"631",3,"High threat",1,1.4,4.5,2.66666666666667
"632",3,"High threat",3.625,4,5.33333333333333,2.625
"633",3,"High threat",3.25,4.4,5,2.33333333333333
"634",2,"High threat",3.125,4,4.5,1.79166666666667
"635",3,"High threat",1.125,3.6,6,1.33333333333333
"636",5,"High threat",3.5,4.6,4.5,2.08333333333333
"637",8,"High threat",5.625,6.8,2,7
"638",3,"High threat",3.875,4.6,1,1.5
"639",2,"High threat",2.875,2.4,6.33333333333333,1.54166666666667
"640",8,"High threat",4.25,4,1,4.08333333333333
"641",6,"High threat",5.125,5.8,1.66666666666667,4.875
"642",2,"High threat",1.875,3.2,6,3.70833333333333
"643",2,"High threat",2.75,2.8,5.33333333333333,2.58333333333333
"644",4,"High threat",4,1.6,3.66666666666667,4
"645",4,"High threat",3.25,4,5,3.75
"646",2,"High threat",4.54166666666667,6.8,5.33333333333333,2.125
"647",3,"High threat",5,2,4.66666666666667,2.16666666666667
"648",7,"High threat",4.125,4.2,2,3.54166666666667
"649",7,"High threat",7,5,1.66666666666667,4.66666666666667
"650",8,"High threat",7,7,1,5.1875
"651",7,"High threat",5.5,5.4,1.66666666666667,4.45833333333333
"652",1,"High threat",2,4,5,1
"653",4,"High threat",3.75,4.5,4.33333333333333,1.85416666666667
"654",4,"High threat",2.75,5.6,5.33333333333333,1.52083333333333
"655",6,"High threat",4,4,1,4.16666666666667
"656",5,"High threat",5,5.6,1.33333333333333,2.83333333333333
"657",8,"High threat",6.875,6.8,2.33333333333333,5.54166666666667
"658",3,"High threat",1.75,4.5,4.66666666666667,2
"659",4,"High threat",3,3.8,2.5,2.22222222222222
"660",4,"High threat",4.375,3.8,1,2.66666666666667
"661",4,"High threat",3.58333333333333,3.8,3.66666666666667,4.625
"662",5,"High threat",6,6.2,2.66666666666667,3
"663",7,"High threat",3.75,4.2,1,4.5
"664",7,"High threat",4.29166666666667,5.8,2.66666666666667,5.70833333333333
"665",3,"High threat",1.5,4.6,4,3.33333333333333
"666",3,"High threat",3.125,5.2,5,3.58333333333333
"667",4,"High threat",3,5.6,3.66666666666667,2
"668",2,"High threat",5.5,6,3,1.8125
"669",7,"High threat",6.25,6.4,2.66666666666667,4.41666666666667
"670",8,"High threat",6.25,5.8,1,3
"671",7,"High threat",6,5.8,1.66666666666667,4.25
"672",6,"High threat",5.5,5.6,2.33333333333333,4.70833333333333
"673",6,"High threat",5.125,6.2,1.33333333333333,4.33333333333333
"674",8,"High threat",6.125,5.2,2.66666666666667,5.83333333333333
"675",3,"High threat",2.875,6.25,5.33333333333333,2
"676",4,"High threat",1.875,2.2,6,5.25
"677",3,"High threat",1.25,5,6,2
"678",6,"High threat",3.375,4.6,2.33333333333333,3
"679",7,"High threat",5.375,2.4,1.66666666666667,5.70833333333333
"680",5,"High threat",6.125,5.8,4.33333333333333,3.75
"681",7,"High threat",4,4.6,1,4.41666666666667
"682",7,"High threat",6.25,6.8,2.33333333333333,5.625
"683",6,"High threat",1.625,6,1,1.70833333333333
"684",7,"High threat",5,4,1.66666666666667,5.20833333333333
"685",4,"High threat",5.25,4.2,3.66666666666667,3.58333333333333
"686",3,"High threat",2.25,3.8,2.33333333333333,2
"687",4,"High threat",2.25,4.2,5.5,2.1875
"688",3,"High threat",5.25,5.4,1.66666666666667,1.85416666666667
"689",3,"High threat",3.125,4,5,2.75
"690",7,"High threat",7,7,1,5.72916666666667
"691",7,"High threat",5,5.6,2,4.9375
"692",5,"High threat",5,6.2,2.33333333333333,4.91666666666667
"693",7,"High threat",5.125,4.75,3,4.75
"694",8,"High threat",4.75,6.4,2.33333333333333,4.72916666666667
"695",8,"High threat",6.875,4.4,2.33333333333333,5.25
"696",2,"High threat",4.41666666666667,4.8,4.33333333333333,2.5
"697",1,"High threat",3.5,5.4,7,1.4375
"698",1,"High threat",2.25,2.8,5,3.16666666666667
"699",3,"High threat",1.25,4.4,5.66666666666667,2.97916666666667
"700",4,"High threat",2,3.4,4,3
"701",3,"High threat",1.875,3.6,6,1.75
"702",4,"High threat",3.125,4.8,4,2.875
"703",2,"High threat",1.875,4.75,7,1.20833333333333
"704",5,"High threat",4.125,5.4,2,2.625
"705",7,"High threat",5.75,6,3.66666666666667,6.91666666666667
"706",7,"High threat",3.25,6.2,1,3.375
"707",8,"High threat",7,7,5.66666666666667,6.58333333333333
"708",6,"High threat",5,5.4,1.66666666666667,5.02083333333333
"709",7,"High threat",6.625,5.8,2.33333333333333,4.41666666666667
"710",8,"High threat",3,3.8,4,2.66666666666667
"711",5,"High threat",4.625,5,1.66666666666667,3.16666666666667
"712",7,"High threat",4.375,6.4,2,2.83333333333333
"713",2,"High threat",2.54166666666667,5,5,1.58333333333333
"714",2,"High threat",3.875,4.8,5,1.39583333333333
"715",4,"High threat",2.125,4.6,6,1.83333333333333
"716",5,"High threat",3.5,2.25,3,3.14583333333333
"717",8,"High threat",6.625,7,1.33333333333333,4.83333333333333
"718",8,"High threat",5.16666666666667,6.4,2,6
"719",8,"High threat",6.375,5.25,5.66666666666667,4.16666666666667
"720",7,"High threat",1.625,4,1,5.66666666666667
"721",7,"High threat",6.25,6.8,1.66666666666667,4.83333333333333
"722",7,"High threat",6,6.2,1.33333333333333,4.85416666666667
"723",4,"High threat",4.125,5.2,3,3.91666666666667
"724",2,"High threat",2.5,3.5,5.66666666666667,1.97916666666667
"725",4,"High threat",3.45833333333333,3.6,2.66666666666667,3.91666666666667
"726",1,"High threat",3.375,6.4,5,2.41666666666667
"727",2,"High threat",3.5,4,4.33333333333333,2.5
"728",8,"High threat",7,5.4,6.33333333333333,6.58333333333333
"729",5,"High threat",6.25,4,4,2
"730",6,"High threat",4.5,5.8,2,4
"731",4,"High threat",1,2.25,3,4.125
"732",2,"High threat",4.375,4.4,4.66666666666667,2.54166666666667
"733",8,"High threat",5.875,6.2,1.33333333333333,4.91666666666667
"734",8,"High threat",6.25,5.8,1,4.95833333333333
"735",5,"High threat",3.875,4.5,4.66666666666667,3
"736",6,"High threat",4.70833333333333,5.8,5.5,3.66666666666667
"737",2,"High threat",1,3.8,5.33333333333333,4.25
"738",4,"High threat",5.83333333333333,5.4,4.66666666666667,5.875
"739",2,"High threat",3.875,4.6,5.66666666666667,1.52083333333333
"740",1,"High threat",1,3.2,5,2.33333333333333
"741",4,"High threat",3.75,4.4,5.66666666666667,2.79166666666667
"742",1,"High threat",3.875,4.2,4.33333333333333,2.16666666666667
"743",8,"High threat",7,5.4,4,5.35416666666667
"744",5,"High threat",4.875,4.6,2.66666666666667,4.70833333333333
"745",5,"High threat",3.375,3.8,3.33333333333333,2.20833333333333
"746",5,"High threat",5.625,6,2.66666666666667,5.08333333333333
"747",8,"High threat",4,4,4,3.79166666666667
"748",6,"High threat",2.41666666666667,5.75,1.66666666666667,3.875
"749",8,"High threat",6.125,4.8,2.66666666666667,5.22916666666667
"750",5,"High threat",2.375,3.75,3,5.125
"751",2,"High threat",3.75,4.4,2.33333333333333,2
"752",2,"High threat",1.625,4.6,2.33333333333333,3.375
"753",2,"High threat",5,4.6,3.66666666666667,3.25
"754",4,"High threat",2.125,2.2,1.33333333333333,2.58333333333333
"755",7,"High threat",5.5,4.6,2.66666666666667,4.83333333333333
"756",5,"High threat",3.33333333333333,4,2.66666666666667,3.58333333333333
"757",8,"High threat",6.375,6.25,1.66666666666667,3.58333333333333
"758",7,"High threat",6.25,5.6,5,4.75
"759",6,"High threat",3.29166666666667,4.2,3.5,4.45833333333333
"760",6,"High threat",3.91666666666667,4.8,1.33333333333333,4.16666666666667
"761",6,"High threat",1.875,4.8,1.66666666666667,1.8125
"762",4,"High threat",6.5,4.2,7,1.08333333333333
"763",2,"High threat",3,7,4,4.58333333333333
"764",4,"High threat",5.375,6.4,3.66666666666667,4.0625
"765",5,"High threat",4.375,3,1.66666666666667,2.125
"766",8,"High threat",6.75,6.6,2.66666666666667,6.66666666666667
"767",6,"High threat",5.125,5.8,3.5,4.64583333333333
"768",8,"High threat",7,6,1.66666666666667,3.14583333333333
"769",7,"High threat",4.875,5.8,2,4.33333333333333
"770",5,"High threat",2.5,2.2,2,4.33333333333333
"771",8,"High threat",4.875,6.6,1,1.89583333333333
"772",3,"High threat",4.75,4.8,1.33333333333333,2.625
"773",3,"High threat",2.125,5.5,4.33333333333333,1.66666666666667
"774",1,"High threat",3.375,3.5,3,2.27083333333333
"775",5,"High threat",3.83333333333333,2.8,4,4.66666666666667
"776",6,"High threat",4.5,4.4,1.66666666666667,4.625
"777",4,"High threat",2.625,3.75,5.66666666666667,2.16666666666667
"778",3,"High threat",5.5,4.8,2.33333333333333,4.27083333333333
"779",4,"High threat",2.25,3,5.5,2.91666666666667
"780",3,"High threat",3.25,3.4,5,2.14583333333333
"781",8,"High threat",7,7,3,5.16666666666667
"782",8,"High threat",7,4.25,1,4.25
"783",7,"High threat",5.375,6,2.5,5.1875
"784",5,"High threat",4.25,3.8,2.66666666666667,3.41666666666667
"785",8,"High threat",7,6.6,1.33333333333333,6.83333333333333
"786",5,"High threat",4.5,6.6,4,4.375
"787",4,"High threat",2.625,2.8,4,2.1875
"788",2,"High threat",3.83333333333333,4.4,4.33333333333333,2.33333333333333
"789",3,"High threat",3.83333333333333,4.4,4.33333333333333,3.08333333333333
"790",4,"High threat",4.75,4,2.33333333333333,4.45833333333333
"791",6,"High threat",5.75,4.2,4.5,4.04166666666667
"792",7,"High threat",5.75,5.6,1.33333333333333,4.95833333333333
"793",8,"High threat",7,5.8,1,1
"794",7,"High threat",4.375,2.8,2.66666666666667,3.54166666666667
"795",5,"High threat",4.33333333333333,4.5,4.33333333333333,4.08333333333333
"796",8,"High threat",3.875,5.4,5,2.70833333333333
"797",8,"High threat",5.875,7,1,5
"798",6,"High threat",5.5,3.4,2,4.41666666666667
"799",6,"High threat",4.5,4.8,4,4.20833333333333
"800",6,"High threat",4.5,5.2,5,3.97916666666667
"801",7,"High threat",6.25,5,1.33333333333333,7
"802",3,"High threat",2.5,2.8,4.66666666666667,2.60416666666667
"803",4,"High threat",1,4,5,3.41666666666667
"804",3,"High threat",5.33333333333333,4.8,4.66666666666667,3.625
"805",2,"High threat",2,4.6,5,1.52083333333333
"806",4,"High threat",1.75,2.6,5.33333333333333,1.75
"807",4,"High threat",4.33333333333333,5.8,2,4.41666666666667
"808",5,"High threat",4.125,3.4,4.5,2.14583333333333
"809",7,"High threat",5.625,6.8,4.5,5.89583333333333
"810",6,"High threat",3.625,5.8,4.66666666666667,2.58333333333333
"811",8,"High threat",7,6.8,2.33333333333333,4.47916666666667
"812",8,"High threat",6.25,5.6,1.33333333333333,5.33333333333333
"813",7,"High threat",3.33333333333333,3.6,2,2.52083333333333
"814",4,"High threat",2.625,3.6,3.66666666666667,2.25
"815",4,"High threat",2.125,4,6,1.54166666666667
"816",6,"High threat",3,3,3,1.91666666666667
"817",5,"High threat",1,4,5,3.08333333333333
"818",6,"High threat",3.875,5.2,4.66666666666667,4.45833333333333
"819",8,"High threat",6.25,5.8,3.66666666666667,5.33333333333333
"820",8,"High threat",6,3,1,6.25
"821",8,"High threat",5.375,5.5,1,5.33333333333333
"822",3,"High threat",2.375,4.6,6,4
"823",2,"High threat",3.375,3.5,4.66666666666667,3.25
"824",5,"High threat",5.875,6.2,2,6.35416666666667
"825",1,"High threat",3.875,3.4,4,4.5
"826",2,"High threat",1.625,3.8,7,1.5
"827",5,"High threat",5,5.6,1.33333333333333,4.66666666666667
"828",6,"High threat",4,3.4,5.66666666666667,2.66666666666667
"829",5,"High threat",3.25,6.2,2,2.58333333333333
"830",4,"High threat",4,4.5,1.33333333333333,3.29166666666667
"831",7,"High threat",4.625,5.2,3.66666666666667,4.91666666666667
"832",5,"High threat",3.875,3.4,4,3.875
"833",5,"High threat",4.375,4.8,5,3.75
"834",5,"High threat",5.875,6,4,4.875
"835",5,"High threat",6.625,6,3.66666666666667,4.83333333333333
"836",6,"High threat",4.375,4.4,2.66666666666667,3.64583333333333
"837",1,"High threat",5.5,4.2,3.66666666666667,3.375
"838",4,"High threat",3.875,5.2,4.66666666666667,3.79166666666667
"839",2,"High threat",3.75,4.2,4.66666666666667,3.5
"840",2,"High threat",3.875,4.2,4,3.9375
"841",6,"High threat",3.54166666666667,5.8,2.5,3.33333333333333
"842",5,"High threat",5,3.6,3.66666666666667,2.66666666666667
"843",7,"High threat",1.5,1,1,4.4375
"844",3,"High threat",4.16666666666667,5,5,3.54166666666667
"845",3,"High threat",2.875,1,3.66666666666667,2.11111111111111
"846",2,"High threat",4.125,4.75,2,3.91666666666667
"847",4,"High threat",4,3.8,4.66666666666667,3.5
"848",4,"High threat",4.04166666666667,5,4.33333333333333,2.41666666666667
"849",6,"High threat",4.5,4.5,3,4
